,HOME_TEAM,AWAY_TEAM,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,RESULT,DATE
272,Cleveland Cavaliers,Milwaukee Bucks,0.263,0.437,0.344,0.78,44.3,20.6,15.2,7.4,3.0,-7.4,105.0,112.6,0.539,0.842,0.475,0.34,0.717,48.1,23.1,14.3,7.1,6.0,8.6,112.0,103.2,0.58,0,11/29/2019
273,Miami Heat,Golden State Warriors,0.722,0.483,0.393,0.759,43.5,25.0,18.5,9.1,4.7,6.3,109.5,103.3,0.597,0.2,0.432,0.329,0.838,42.5,24.0,13.9,7.7,4.4,-8.9,105.0,114.5,0.536,1,11/29/2019
274,Detroit Pistons,Charlotte Hornets,0.316,0.466,0.388,0.746,42.9,25.1,17.0,6.7,5.3,-2.4,108.5,110.7,0.572,0.4,0.451,0.365,0.727,40.8,24.0,15.9,6.9,4.2,-7.0,106.3,113.4,0.555,0,11/29/2019
275,Portland Trail Blazers,Chicago Bulls,0.4,0.451,0.367,0.814,45.2,19.3,13.4,5.7,5.8,-1.0,109.9,110.6,0.557,0.3,0.423,0.341,0.743,42.8,22.3,14.9,9.5,3.8,-4.1,103.0,107.1,0.525,1,11/29/2019
276,Indiana Pacers,Atlanta Hawks,0.667,0.468,0.356,0.813,45.4,24.7,13.8,7.0,5.4,5.4,108.3,102.8,0.551,0.211,0.45,0.311,0.743,41.4,22.4,17.5,8.5,4.7,-9.1,103.8,113.0,0.542,1,11/29/2019
277,Memphis Grizzlies,Utah Jazz,0.278,0.457,0.353,0.759,43.8,25.7,16.0,7.2,5.1,-8.3,104.5,112.4,0.545,0.632,0.451,0.379,0.775,45.2,20.8,15.7,6.2,4.3,2.6,106.0,103.3,0.564,0,11/29/2019
278,Oklahoma City Thunder,New Orleans Pelicans,0.389,0.46,0.355,0.786,41.9,21.8,14.6,7.6,4.7,-1.0,106.1,107.0,0.566,0.316,0.454,0.38,0.733,42.8,23.9,15.5,7.7,4.6,-4.2,109.2,113.5,0.563,1,11/29/2019
279,Philadelphia 76ers,Indiana Pacers,0.7,0.47,0.351,0.751,45.8,25.9,16.4,8.7,5.7,4.6,107.8,103.2,0.564,0.632,0.472,0.362,0.815,44.6,24.6,14.1,7.0,5.3,5.0,108.6,103.6,0.556,1,11/30/2019
280,Houston Rockets,Atlanta Hawks,0.684,0.452,0.343,0.779,44.8,20.5,14.5,8.0,4.4,5.5,113.8,108.5,0.583,0.2,0.449,0.312,0.746,40.7,22.5,17.3,8.3,4.6,-10.9,103.9,114.8,0.543,1,11/30/2019
281,Milwaukee Bucks,Charlotte Hornets,0.85,0.48,0.346,0.714,48.3,23.9,13.9,7.1,5.9,10.2,113.1,102.8,0.584,0.381,0.446,0.363,0.73,41.4,23.9,15.7,6.8,4.0,-8.6,105.8,114.4,0.55,1,11/30/2019
282,Sacramento Kings,Denver Nuggets,0.444,0.445,0.356,0.775,42.4,23.1,16.2,7.8,4.8,-3.4,105.7,108.9,0.549,0.765,0.447,0.353,0.736,47.7,25.9,14.1,8.0,5.1,4.9,106.8,101.9,0.535,1,11/30/2019
283,Los Angeles Lakers,Dallas Mavericks,0.85,0.482,0.358,0.747,44.4,26.3,15.0,8.4,7.2,8.1,111.0,103.4,0.572,0.684,0.461,0.361,0.773,47.0,24.1,13.0,6.6,4.3,7.9,116.1,108.4,0.58,0,12/01/2019
284,New York Knicks,Boston Celtics,0.2,0.428,0.37,0.675,45.6,20.3,15.7,8.1,4.6,-7.9,103.4,111.2,0.523,0.737,0.441,0.345,0.8,46.1,23.4,13.1,8.8,5.7,6.2,109.6,103.4,0.548,0,12/01/2019
285,Brooklyn Nets,Miami Heat,0.5,0.449,0.348,0.737,45.0,22.9,15.4,6.6,5.0,-1.4,107.8,109.1,0.555,0.737,0.477,0.389,0.763,43.9,24.6,18.1,8.8,4.6,6.2,109.5,103.5,0.591,0,12/01/2019
286,LA Clippers,Washington Wizards,0.714,0.461,0.353,0.785,47.1,22.5,15.8,7.3,5.4,6.9,110.9,104.0,0.567,0.333,0.476,0.373,0.808,39.7,27.2,14.0,6.9,3.7,-3.6,112.2,115.8,0.575,1,12/01/2019
287,Orlando Magic,Golden State Warriors,0.421,0.423,0.312,0.78,46.4,22.4,13.7,8.5,6.8,-1.0,102.6,103.9,0.519,0.19,0.43,0.326,0.836,42.7,23.9,13.9,7.6,4.4,-8.7,104.8,114.0,0.533,1,12/01/2019
288,Detroit Pistons,San Antonio Spurs,0.35,0.472,0.393,0.745,43.3,25.5,17.0,6.6,5.3,-0.5,109.7,110.0,0.578,0.333,0.466,0.349,0.788,44.7,23.8,13.1,6.2,5.5,-4.2,109.5,113.5,0.554,1,12/01/2019
289,Minnesota Timberwolves,Memphis Grizzlies,0.526,0.438,0.324,0.753,45.4,22.2,14.7,7.8,6.2,-0.7,106.4,107.1,0.546,0.316,0.454,0.357,0.762,44.0,25.7,15.7,7.2,5.0,-7.5,104.7,111.8,0.544,0,12/01/2019
290,Toronto Raptors,Utah Jazz,0.789,0.463,0.402,0.802,45.3,25.3,15.0,7.9,5.1,8.9,111.2,102.4,0.582,0.6,0.45,0.378,0.772,45.4,20.8,15.8,6.1,4.2,1.5,106.1,104.4,0.563,1,12/01/2019
291,New Orleans Pelicans,Oklahoma City Thunder,0.3,0.454,0.383,0.737,42.7,23.9,15.3,7.7,4.7,-4.1,109.1,113.4,0.563,0.421,0.461,0.354,0.785,42.2,21.7,14.5,7.4,4.6,-0.8,106.4,107.0,0.566,0,12/01/2019
292,Philadelphia 76ers,Utah Jazz,0.714,0.466,0.357,0.748,45.8,25.8,16.3,8.8,5.6,4.8,107.3,102.6,0.561,0.571,0.45,0.373,0.768,45.2,20.8,16.0,6.1,4.4,1.0,105.3,104.2,0.561,1,12/02/2019
293,Milwaukee Bucks,New York Knicks,0.857,0.483,0.351,0.709,48.7,24.2,13.9,7.0,5.8,11.7,113.9,102.1,0.588,0.19,0.422,0.363,0.674,45.4,19.9,15.4,7.9,4.7,-9.7,102.5,112.1,0.517,1,12/02/2019
294,Atlanta Hawks,Golden State Warriors,0.238,0.449,0.311,0.752,40.7,22.5,17.2,8.5,4.6,-9.3,104.1,113.4,0.543,0.182,0.429,0.322,0.836,42.9,23.7,14.4,7.8,4.6,-9.4,103.8,113.8,0.53,1,12/02/2019
295,Sacramento Kings,Chicago Bulls,0.421,0.447,0.352,0.779,42.3,23.0,16.3,7.8,4.9,-3.6,105.8,109.2,0.551,0.333,0.425,0.346,0.75,42.4,22.2,15.0,9.5,3.6,-3.6,103.5,107.1,0.53,0,12/02/2019
296,Charlotte Hornets,Phoenix Suns,0.364,0.446,0.361,0.734,41.9,24.0,15.8,6.7,4.1,-8.4,105.7,114.1,0.55,0.474,0.461,0.36,0.811,40.8,26.8,13.6,7.4,3.9,1.9,110.6,108.7,0.576,0,12/02/2019
297,Memphis Grizzlies,Indiana Pacers,0.3,0.453,0.351,0.771,43.7,25.6,15.5,7.1,5.0,-7.7,104.8,112.1,0.544,0.65,0.473,0.367,0.817,44.6,24.9,14.2,6.8,5.2,5.4,109.0,103.7,0.559,0,12/02/2019
298,San Antonio Spurs,Houston Rockets,0.364,0.466,0.353,0.782,44.8,24.0,13.3,6.3,5.6,-3.9,109.5,113.1,0.555,0.65,0.447,0.34,0.789,45.0,20.3,14.4,8.1,4.5,5.1,113.4,108.6,0.579,1,12/03/2019
299,LA Clippers,Portland Trail Blazers,0.727,0.46,0.36,0.775,47.2,22.6,15.6,7.3,5.3,7.4,111.2,103.6,0.566,0.381,0.45,0.363,0.814,45.3,19.3,13.4,5.7,5.8,-1.9,109.3,111.0,0.555,1,12/03/2019
300,Cleveland Cavaliers,Detroit Pistons,0.25,0.436,0.342,0.778,44.2,20.5,15.2,7.4,3.2,-8.7,104.7,113.5,0.537,0.381,0.476,0.399,0.742,43.5,25.9,16.7,6.8,5.4,1.1,110.8,109.5,0.581,0,12/03/2019
301,Denver Nuggets,Los Angeles Lakers,0.722,0.445,0.345,0.745,47.0,25.9,14.0,8.0,5.0,4.2,106.2,102.1,0.532,0.857,0.481,0.355,0.741,44.9,26.1,15.1,8.4,7.1,8.1,110.6,103.1,0.571,0,12/03/2019
302,Washington Wizards,Orlando Magic,0.316,0.478,0.371,0.806,39.6,26.9,13.8,7.0,3.6,-3.8,112.4,116.1,0.577,0.45,0.428,0.32,0.778,46.4,22.5,13.7,8.2,6.6,-0.6,103.6,104.5,0.524,0,12/03/2019
303,Toronto Raptors,Miami Heat,0.75,0.459,0.393,0.802,45.2,25.2,14.8,7.7,5.0,7.9,110.7,102.8,0.578,0.75,0.476,0.39,0.763,44.2,24.7,17.8,8.5,4.7,6.4,109.5,103.4,0.59,0,12/03/2019
304,New Orleans Pelicans,Dallas Mavericks,0.286,0.451,0.377,0.735,42.9,23.7,15.1,7.5,4.7,-4.9,108.5,113.6,0.559,0.7,0.46,0.364,0.777,47.2,24.0,12.9,6.6,4.5,8.5,116.2,107.7,0.581,0,12/03/2019
305,Chicago Bulls,Memphis Grizzlies,0.364,0.426,0.348,0.749,42.7,22.2,15.3,9.2,4.0,-3.1,103.5,106.7,0.532,0.286,0.449,0.346,0.776,43.8,25.5,15.5,7.4,5.1,-7.7,104.5,111.7,0.54,1,12/04/2019
306,Boston Celtics,Miami Heat,0.75,0.441,0.348,0.801,46.2,23.4,13.0,8.7,5.8,6.8,110.0,103.1,0.55,0.714,0.474,0.388,0.759,44.1,24.5,17.9,8.5,4.5,5.2,109.0,104.0,0.588,1,12/04/2019
307,Orlando Magic,Phoenix Suns,0.476,0.435,0.33,0.779,46.4,22.8,13.9,8.2,6.7,0.1,104.9,105.1,0.531,0.45,0.462,0.364,0.804,40.3,27.3,13.6,7.5,3.7,1.1,111.0,109.7,0.577,1,12/04/2019
308,Detroit Pistons,Milwaukee Bucks,0.364,0.473,0.395,0.738,43.3,25.8,16.5,6.7,5.3,0.0,110.2,110.1,0.577,0.864,0.484,0.353,0.719,48.8,24.1,14.0,7.0,5.9,12.2,114.2,101.9,0.59,0,12/04/2019
309,Portland Trail Blazers,Sacramento Kings,0.409,0.455,0.369,0.814,45.2,19.7,13.3,5.7,6.0,-1.3,110.0,111.2,0.56,0.4,0.448,0.351,0.777,42.4,23.2,16.0,7.8,5.0,-4.0,106.3,110.0,0.551,1,12/04/2019
310,Utah Jazz,Los Angeles Lakers,0.545,0.449,0.377,0.767,45.0,20.8,16.2,6.0,4.3,-0.2,105.0,105.0,0.559,0.864,0.483,0.361,0.734,45.0,26.2,14.8,8.6,7.3,8.9,111.2,102.8,0.572,0,12/04/2019
311,Atlanta Hawks,Brooklyn Nets,0.227,0.453,0.312,0.746,40.4,22.5,17.1,8.5,4.8,-9.4,104.6,114.0,0.545,0.524,0.451,0.352,0.742,45.3,23.0,15.3,6.6,5.0,-0.8,108.7,109.4,0.558,0,12/04/2019
312,Dallas Mavericks,Minnesota Timberwolves,0.714,0.462,0.361,0.777,47.2,24.0,12.8,6.5,4.5,8.5,116.6,108.2,0.581,0.5,0.437,0.33,0.76,45.4,22.2,14.7,7.7,6.2,-1.0,107.0,107.9,0.547,1,12/04/2019
313,Charlotte Hornets,Golden State Warriors,0.391,0.447,0.365,0.732,42.2,24.4,15.8,6.9,4.3,-7.4,106.0,113.5,0.551,0.174,0.43,0.325,0.831,42.8,23.5,14.5,7.8,4.6,-9.7,103.6,113.8,0.53,1,12/04/2019
314,Oklahoma City Thunder,Indiana Pacers,0.4,0.462,0.354,0.788,42.2,22.0,14.5,7.3,4.7,-1.1,106.6,107.5,0.566,0.667,0.474,0.367,0.818,44.5,24.7,14.0,6.8,5.0,5.5,109.4,104.0,0.559,0,12/04/2019
315,New York Knicks,Denver Nuggets,0.182,0.422,0.358,0.673,44.8,20.1,15.3,8.0,4.8,-10.9,102.0,113.0,0.516,0.737,0.451,0.358,0.736,47.1,26.6,14.0,8.0,5.0,5.9,107.5,101.5,0.539,0,12/05/2019
316,Toronto Raptors,Houston Rockets,0.714,0.457,0.389,0.806,45.1,25.2,15.0,8.0,5.0,7.1,110.4,103.4,0.577,0.667,0.445,0.344,0.792,45.3,20.7,14.8,8.2,4.4,5.3,113.5,108.4,0.578,0,12/05/2019
317,Washington Wizards,Philadelphia 76ers,0.35,0.477,0.373,0.807,39.6,26.8,13.7,7.1,3.5,-3.3,112.6,115.7,0.577,0.682,0.469,0.362,0.748,45.7,25.7,16.5,8.7,5.6,4.3,107.5,103.2,0.565,1,12/05/2019
318,New Orleans Pelicans,Phoenix Suns,0.273,0.454,0.379,0.737,42.5,23.7,15.4,7.7,4.8,-5.0,108.7,113.9,0.563,0.476,0.463,0.365,0.811,40.5,27.2,13.7,7.9,3.8,1.4,111.4,109.9,0.578,0,12/05/2019
319,San Antonio Spurs,Sacramento Kings,0.391,0.465,0.353,0.78,45.0,24.0,13.4,6.4,5.5,-3.7,109.1,112.5,0.553,0.381,0.445,0.347,0.779,42.8,22.9,15.9,7.8,4.9,-3.8,105.9,109.5,0.547,1,12/06/2019
320,Chicago Bulls,Golden State Warriors,0.348,0.426,0.351,0.747,42.5,22.2,15.3,9.3,4.0,-3.1,103.6,106.7,0.532,0.208,0.434,0.326,0.825,42.8,23.6,14.8,7.8,4.5,-9.2,103.7,113.5,0.533,0,12/06/2019
321,Boston Celtics,Denver Nuggets,0.762,0.445,0.349,0.802,45.9,23.3,13.2,8.6,5.8,7.2,110.1,102.9,0.554,0.7,0.449,0.348,0.739,46.9,26.2,14.0,7.9,5.0,5.0,107.1,102.1,0.536,1,12/06/2019
322,Cleveland Cavaliers,Orlando Magic,0.238,0.435,0.339,0.777,44.4,20.6,15.4,7.5,3.4,-8.6,104.2,112.9,0.535,0.5,0.433,0.33,0.783,46.3,22.7,14.1,8.4,6.8,0.4,104.6,104.6,0.53,0,12/06/2019
323,Miami Heat,Washington Wizards,0.727,0.475,0.387,0.758,44.5,24.7,17.7,8.4,4.7,5.4,109.4,104.2,0.588,0.333,0.474,0.369,0.811,39.6,26.9,13.6,7.0,3.5,-3.6,112.4,115.8,0.575,1,12/06/2019
324,Detroit Pistons,Indiana Pacers,0.391,0.472,0.396,0.737,43.7,25.6,16.6,6.7,5.3,0.3,110.3,109.8,0.576,0.636,0.473,0.367,0.817,44.1,24.7,13.9,6.8,5.2,4.9,109.2,104.3,0.559,1,12/06/2019
325,Portland Trail Blazers,Los Angeles Lakers,0.391,0.455,0.366,0.817,44.6,19.6,13.3,5.8,5.9,-2.2,109.7,111.9,0.56,0.87,0.485,0.367,0.739,44.8,26.1,14.9,8.6,7.3,9.4,111.9,102.9,0.577,0,12/06/2019
326,Milwaukee Bucks,LA Clippers,0.87,0.483,0.354,0.722,48.9,24.3,14.0,7.2,5.9,12.8,114.2,101.2,0.589,0.696,0.456,0.356,0.779,47.1,22.3,15.8,7.4,5.2,5.9,110.1,104.1,0.561,1,12/06/2019
327,Charlotte Hornets,Brooklyn Nets,0.375,0.447,0.368,0.738,41.9,24.3,16.0,6.8,4.4,-7.4,106.2,113.5,0.552,0.545,0.453,0.354,0.744,45.5,23.5,15.5,6.9,5.0,-0.4,108.9,109.4,0.559,0,12/06/2019
328,Oklahoma City Thunder,Minnesota Timberwolves,0.429,0.467,0.352,0.797,41.9,21.8,14.2,7.3,4.9,-0.5,107.7,108.2,0.571,0.476,0.441,0.33,0.758,44.9,22.3,14.6,7.7,6.0,-1.5,107.6,108.9,0.55,1,12/06/2019
329,Philadelphia 76ers,Cleveland Cavaliers,0.696,0.477,0.364,0.746,45.9,26.4,16.1,8.9,5.7,6.1,108.8,102.8,0.571,0.227,0.432,0.335,0.776,43.9,20.6,15.5,7.3,3.2,-10.4,103.7,114.1,0.531,1,12/07/2019
330,New York Knicks,Indiana Pacers,0.174,0.421,0.356,0.675,45.1,20.3,15.1,8.1,4.9,-10.5,102.1,112.6,0.515,0.652,0.473,0.37,0.815,44.0,24.8,14.1,6.9,5.3,4.7,109.0,104.3,0.56,0,12/07/2019
331,Houston Rockets,Phoenix Suns,0.682,0.445,0.341,0.79,45.4,20.6,14.8,8.2,4.5,5.3,113.2,108.1,0.577,0.455,0.461,0.363,0.802,40.8,27.2,13.8,7.7,3.8,1.1,111.0,109.7,0.574,1,12/07/2019
332,Utah Jazz,Memphis Grizzlies,0.565,0.453,0.385,0.772,44.8,21.3,16.4,6.0,4.1,0.4,105.8,105.2,0.566,0.273,0.453,0.342,0.768,43.1,25.4,15.4,7.8,5.0,-8.0,104.8,112.3,0.543,1,12/07/2019
333,Dallas Mavericks,New Orleans Pelicans,0.727,0.465,0.36,0.779,47.5,24.1,12.8,6.6,4.5,10.1,117.1,107.0,0.584,0.261,0.45,0.369,0.74,42.0,23.3,15.3,7.5,4.7,-6.7,107.5,114.5,0.557,1,12/07/2019
334,Philadelphia 76ers,Toronto Raptors,0.708,0.478,0.368,0.746,45.6,26.6,16.3,8.8,5.7,6.1,108.9,102.9,0.573,0.682,0.456,0.387,0.808,45.0,25.1,15.1,8.2,4.9,6.5,110.1,103.7,0.575,1,12/08/2019
335,Los Angeles Lakers,Minnesota Timberwolves,0.875,0.49,0.37,0.745,44.6,26.3,14.7,8.6,7.0,9.7,113.0,103.6,0.582,0.455,0.444,0.333,0.762,44.2,22.5,14.6,7.6,6.0,-2.1,108.2,110.2,0.554,1,12/08/2019
336,Brooklyn Nets,Denver Nuggets,0.565,0.453,0.35,0.745,45.7,23.6,15.4,6.8,4.9,-0.3,108.9,109.2,0.558,0.667,0.447,0.354,0.743,46.5,26.2,14.0,7.7,5.0,4.6,107.0,102.4,0.536,1,12/08/2019
337,Miami Heat,Chicago Bulls,0.739,0.472,0.384,0.761,44.4,24.5,17.7,8.4,4.5,5.4,109.3,104.2,0.587,0.333,0.427,0.352,0.75,42.4,22.1,15.3,9.3,3.8,-3.2,103.6,106.8,0.534,1,12/08/2019
338,Portland Trail Blazers,Oklahoma City Thunder,0.375,0.45,0.362,0.817,44.9,19.5,13.1,5.9,6.0,-2.6,109.4,112.0,0.555,0.455,0.464,0.351,0.796,42.5,21.4,14.1,7.3,4.7,0.0,108.0,107.9,0.57,0,12/08/2019
339,Dallas Mavericks,Sacramento Kings,0.696,0.466,0.362,0.78,47.4,24.2,12.8,6.4,4.4,9.6,117.0,107.6,0.585,0.409,0.448,0.348,0.78,42.6,23.1,15.7,7.8,4.7,-3.5,106.6,109.7,0.549,0,12/08/2019
340,Charlotte Hornets,Atlanta Hawks,0.36,0.445,0.368,0.743,42.0,24.3,15.8,6.9,4.3,-7.7,106.3,113.9,0.551,0.261,0.455,0.317,0.752,40.8,22.8,17.0,8.5,4.9,-8.4,105.4,113.8,0.549,0,12/08/2019
341,Washington Wizards,LA Clippers,0.318,0.474,0.372,0.813,39.5,26.9,13.6,6.9,3.5,-4.1,112.5,116.5,0.575,0.708,0.458,0.357,0.777,47.0,22.5,15.6,7.4,5.2,6.3,110.9,104.5,0.564,0,12/08/2019
342,Golden State Warriors,Memphis Grizzlies,0.2,0.431,0.33,0.826,42.8,23.5,14.8,7.9,4.6,-9.2,103.4,113.0,0.532,0.304,0.454,0.344,0.768,42.9,25.4,15.5,8.0,5.0,-7.3,104.7,111.6,0.546,0,12/09/2019
343,Chicago Bulls,Toronto Raptors,0.32,0.425,0.347,0.75,42.5,22.4,15.3,9.2,3.8,-3.1,103.1,106.2,0.532,0.696,0.453,0.381,0.802,45.3,24.8,15.2,8.2,5.1,6.3,109.3,103.2,0.57,0,12/09/2019
344,Phoenix Suns,Minnesota Timberwolves,0.478,0.462,0.365,0.802,40.9,27.3,13.6,7.5,3.8,1.7,111.6,109.7,0.575,0.435,0.445,0.332,0.763,44.3,22.1,14.7,7.5,6.0,-2.7,108.2,110.8,0.555,1,12/09/2019
345,Boston Celtics,Cleveland Cavaliers,0.773,0.451,0.356,0.799,45.7,23.3,13.4,8.6,5.9,7.9,110.5,102.5,0.558,0.217,0.431,0.331,0.764,44.1,20.5,15.6,7.4,3.2,-10.9,103.3,114.2,0.527,1,12/09/2019
346,Houston Rockets,Sacramento Kings,0.652,0.447,0.341,0.791,45.6,20.8,15.0,8.1,4.5,5.0,113.4,108.6,0.579,0.435,0.448,0.354,0.785,42.4,23.1,15.5,8.1,4.7,-3.3,107.2,110.1,0.552,0,12/09/2019
347,Milwaukee Bucks,Orlando Magic,0.875,0.482,0.356,0.717,49.0,24.5,14.0,7.2,5.8,12.6,113.9,101.1,0.588,0.478,0.43,0.33,0.784,46.2,22.7,14.0,8.3,6.9,0.0,104.3,104.6,0.528,1,12/09/2019
348,Indiana Pacers,LA Clippers,0.625,0.468,0.365,0.811,44.3,24.3,14.0,6.8,5.2,4.1,108.2,104.2,0.555,0.72,0.456,0.355,0.776,47.2,22.3,15.4,7.3,5.2,6.5,110.6,104.0,0.561,0,12/09/2019
349,Utah Jazz,Oklahoma City Thunder,0.542,0.451,0.38,0.774,44.9,21.2,16.3,6.1,4.0,-0.2,105.1,105.1,0.562,0.478,0.464,0.349,0.798,42.6,21.3,13.9,7.3,4.8,0.6,107.7,107.0,0.569,0,12/09/2019
350,New Orleans Pelicans,Detroit Pistons,0.25,0.449,0.363,0.738,42.1,23.3,15.3,7.5,4.6,-6.5,107.3,114.1,0.555,0.417,0.47,0.392,0.741,43.7,25.2,16.7,6.7,5.2,0.3,110.0,109.4,0.575,0,12/09/2019
351,Philadelphia 76ers,Denver Nuggets,0.72,0.475,0.366,0.745,45.8,26.6,16.3,8.8,5.6,6.1,108.5,102.6,0.57,0.636,0.446,0.35,0.748,46.1,26.3,14.0,7.9,5.2,4.2,106.4,102.3,0.535,1,12/10/2019
352,Miami Heat,Atlanta Hawks,0.75,0.475,0.382,0.758,44.6,24.9,17.4,8.2,4.5,5.7,110.0,104.6,0.587,0.25,0.456,0.321,0.748,40.5,23.0,16.8,8.3,4.9,-8.6,105.8,114.3,0.55,1,12/10/2019
353,Portland Trail Blazers,New York Knicks,0.4,0.45,0.365,0.818,45.4,19.5,13.1,5.9,6.0,-1.4,109.5,111.0,0.556,0.167,0.418,0.347,0.672,45.2,20.1,15.0,8.0,4.8,-11.2,101.4,112.6,0.511,1,12/10/2019
354,Charlotte Hornets,Washington Wizards,0.385,0.445,0.369,0.745,42.3,24.2,15.7,6.8,4.3,-7.2,106.8,113.8,0.552,0.304,0.471,0.369,0.812,39.8,27.0,13.5,6.9,3.7,-4.2,112.5,116.5,0.573,1,12/10/2019
355,Golden State Warriors,New York Knicks,0.192,0.431,0.327,0.821,42.7,23.5,14.5,8.0,4.6,-8.9,103.7,113.0,0.531,0.2,0.42,0.35,0.677,45.5,20.2,15.1,7.8,4.8,-10.7,101.9,112.6,0.514,0,12/11/2019
356,Chicago Bulls,Atlanta Hawks,0.346,0.431,0.35,0.754,42.3,22.7,15.2,9.4,3.9,-1.7,104.1,105.8,0.537,0.24,0.454,0.322,0.747,40.4,23.1,17.0,8.2,4.9,-9.6,105.4,114.8,0.55,1,12/11/2019
357,Phoenix Suns,Memphis Grizzlies,0.458,0.459,0.361,0.803,40.9,27.3,13.5,7.5,3.8,1.3,111.2,109.6,0.572,0.333,0.456,0.347,0.77,43.3,25.3,15.6,7.9,5.0,-6.7,104.8,111.1,0.547,0,12/11/2019
358,Brooklyn Nets,Charlotte Hornets,0.542,0.452,0.347,0.741,46.0,23.5,15.3,6.8,4.8,-0.5,109.1,109.6,0.557,0.407,0.443,0.371,0.749,42.6,24.1,15.5,6.6,4.4,-6.7,107.2,113.8,0.552,0,12/11/2019
359,Orlando Magic,Los Angeles Lakers,0.458,0.43,0.329,0.78,46.1,22.6,14.1,8.4,6.9,-0.4,103.8,104.6,0.527,0.88,0.487,0.371,0.738,44.9,26.1,14.7,8.7,6.9,9.7,112.6,103.2,0.579,0,12/11/2019
360,Cleveland Cavaliers,Houston Rockets,0.208,0.434,0.334,0.762,43.9,20.9,15.7,7.4,3.2,-10.7,103.9,114.6,0.53,0.667,0.449,0.343,0.795,45.4,20.7,14.9,8.2,4.6,5.1,113.7,108.9,0.581,0,12/11/2019
361,Milwaukee Bucks,New Orleans Pelicans,0.88,0.484,0.361,0.72,48.7,24.5,14.1,7.4,5.6,12.7,114.1,101.2,0.59,0.24,0.449,0.362,0.741,42.0,23.5,15.5,7.5,4.6,-6.8,107.1,114.4,0.556,1,12/11/2019
362,Indiana Pacers,Boston Celtics,0.64,0.468,0.367,0.813,44.0,24.4,13.8,7.0,5.2,4.1,108.7,104.7,0.557,0.739,0.453,0.358,0.798,45.6,23.4,13.5,8.5,5.9,7.3,110.7,103.3,0.56,1,12/11/2019
363,Sacramento Kings,Oklahoma City Thunder,0.458,0.448,0.352,0.78,42.4,22.7,15.5,8.1,4.7,-3.1,106.8,109.5,0.55,0.458,0.463,0.351,0.794,42.7,21.5,14.1,7.4,5.0,0.6,107.2,106.6,0.568,1,12/11/2019
364,Minnesota Timberwolves,Utah Jazz,0.417,0.445,0.333,0.765,44.2,22.0,14.6,7.6,5.9,-3.0,108.5,111.5,0.555,0.56,0.456,0.383,0.773,44.9,21.3,16.3,6.0,4.1,0.3,106.0,105.5,0.567,0,12/11/2019
365,Toronto Raptors,LA Clippers,0.667,0.449,0.375,0.806,45.4,24.6,15.3,8.3,5.2,5.2,108.6,103.4,0.565,0.731,0.456,0.352,0.78,47.3,22.5,15.5,7.4,5.2,7.0,110.6,103.5,0.562,0,12/11/2019
366,San Antonio Spurs,Cleveland Cavaliers,0.375,0.466,0.352,0.781,44.4,23.7,13.3,6.6,5.6,-3.9,108.6,112.3,0.553,0.24,0.435,0.334,0.76,44.0,20.9,15.8,7.3,3.2,-9.9,104.1,113.9,0.531,0,12/12/2019
367,Boston Celtics,Philadelphia 76ers,0.708,0.453,0.358,0.799,45.2,23.5,13.2,8.3,5.9,6.8,110.9,104.1,0.56,0.731,0.476,0.371,0.748,45.9,26.7,16.2,8.7,5.7,6.1,109.0,103.1,0.572,0,12/12/2019
368,Detroit Pistons,Dallas Mavericks,0.4,0.469,0.39,0.739,43.4,25.1,16.3,6.8,5.1,-0.1,110.1,109.9,0.574,0.708,0.467,0.362,0.777,47.6,24.2,12.7,6.3,4.4,9.6,117.2,107.8,0.586,0,12/12/2019
369,Denver Nuggets,Portland Trail Blazers,0.652,0.447,0.357,0.743,46.4,26.4,13.9,7.9,5.1,4.7,107.2,102.5,0.537,0.385,0.451,0.362,0.816,45.2,19.7,13.0,5.8,6.1,-2.0,109.5,111.5,0.555,1,12/12/2019
370,Philadelphia 76ers,New Orleans Pelicans,0.741,0.477,0.37,0.744,45.9,26.6,16.0,8.6,5.8,6.1,109.3,103.3,0.572,0.231,0.448,0.363,0.738,42.1,23.5,15.2,7.4,4.5,-6.8,107.2,114.4,0.555,1,12/13/2019
371,Chicago Bulls,Charlotte Hornets,0.333,0.426,0.345,0.757,42.5,22.6,15.2,9.4,4.1,-2.0,103.0,105.0,0.531,0.429,0.441,0.365,0.751,43.2,24.0,15.7,6.7,4.4,-6.1,106.4,112.5,0.549,0,12/13/2019
372,Orlando Magic,Houston Rockets,0.44,0.43,0.333,0.779,45.9,22.8,13.8,8.2,6.8,-1.3,104.4,106.0,0.528,0.68,0.453,0.351,0.797,45.4,20.8,14.8,8.1,4.7,5.8,114.7,109.2,0.585,0,12/13/2019
